,molecule_chembl_id,canonical_smiles,pIC50,mol,is_lipinski,RotatableBonds,mw,logp,hbd,hba,TPSA,QED
3198,CHEMBL5763621,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccsc1-c1ncccn1,6.943095148663527,<rdkit.Chem.rdchem.Mol object at 0x17704d1c0>,True,4,428.58300000000014,4.297300000000004,1,7,79.21000000000001,0.6702844585235193
3200,CHEMBL5868257,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccsc3-n3nccn3)C2)nc1C(C)(C)O,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x17704d230>,True,4,431.58700000000016,3.7294200000000033,1,7,84.14,0.6804237384953354
3201,CHEMBL5815945,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3cscc3-n3nccn3)C2)nc1C(C)(C)O,7.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x17704d2a0>,True,4,431.58700000000016,3.7294200000000024,1,7,84.14,0.6804237384953356
3202,CHEMBL5895423,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccc(F)cc3-n3nccn3)C2)nc1C(C)(C)O,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x17704d310>,True,4,443.5480000000002,3.8070200000000027,1,6,84.14,0.6629703077951244
3203,CHEMBL5783834,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-c3ncccn3)C2)nc1C(C)(C)O,7.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x17704d380>,True,4,436.5810000000002,4.544220000000005,1,6,79.21000000000001,0.6493133716862849
3205,CHEMBL5942667,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3C3(C#N)CC3)C2)nc1C(C)(C)O,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x17704d460>,True,4,423.5820000000003,4.642400000000005,1,5,77.22,0.7769236911977242
3206,CHEMBL5882330,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3CS(C)(=O)=O)C2)nc1C(C)(C)O,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x17704d4d0>,True,5,450.62600000000026,3.6318200000000025,1,6,87.57000000000001,0.7515329303947396
3207,CHEMBL5796093,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3ccsc3-c3ncccn3)C2)nc1C(C)(C)O,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x17704d540>,True,4,442.6100000000002,4.605720000000006,1,7,79.21000000000001,0.6384611581517959
3208,CHEMBL5925360,Cc1sc([C@@H]2CC[C@@H](C)N(C(=O)c3cscc3-c3ncccn3)C2)nc1C(C)(C)O,7.5376020021010435,<rdkit.Chem.rdchem.Mol object at 0x17704d5b0>,True,4,442.6100000000002,4.605720000000005,1,7,79.21000000000001,0.6384611581517959
3210,CHEMBL6040525,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccccc1C1(C#N)CC1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x17704d690>,True,4,409.5550000000002,4.333980000000004,1,5,77.22,0.8150861943472066
3211,CHEMBL5942909,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccsc1-c1ncccn1,7.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x17704d700>,True,4,428.5830000000001,4.297300000000004,1,7,79.21000000000001,0.6702844585235195
3212,CHEMBL5906141,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1cscc1-c1ncccn1,6.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x17704d770>,True,4,428.5830000000001,4.2973000000000035,1,7,79.21000000000001,0.6702844585235195
3213,CHEMBL6051665,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccccc1-c1ncccn1,6.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x17704d7e0>,True,4,422.5540000000001,4.235800000000004,1,6,79.21000000000001,0.6804237876230156
3214,CHEMBL5893095,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccccc1CS(C)(=O)=O,7.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x17704d850>,True,5,436.59900000000016,3.323400000000002,1,6,87.57,0.7768142958829979
3216,CHEMBL5833414,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccccc1-n1nccn1,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x17704d8c0>,True,4,411.53100000000006,3.3595000000000024,1,6,84.14,0.7116397360136232
3217,CHEMBL5947475,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccsc1-n1nccn1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x17704d930>,True,4,417.56000000000006,3.421000000000002,1,7,84.14,0.7031171885740999
3218,CHEMBL5947000,C[C@@H]1CC[C@@H](c2csc(C(C)(C)O)n2)CN1C(=O)c1ccc(F)cc1-n1nccn1,7.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x17704d9a0>,True,4,429.5210000000001,3.4986000000000024,1,6,84.14,0.6862748066032899
3249,CHEMBL5874164,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2sncc2-c2ccccc2)C1,7.050609993355087,<rdkit.Chem.rdchem.Mol object at 0x17704e260>,True,4,418.5220000000001,4.457300000000004,0,6,79.11,0.625071703155976
3250,CHEMBL5957918,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2OC(C)C)C1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x17704e2d0>,True,5,393.48700000000014,4.121000000000004,0,5,75.45,0.7637081829655321
3260,CHEMBL6058634,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccsc2-c2cscn2)C1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x17704e650>,True,4,424.5510000000001,4.518800000000004,0,7,79.11,0.6152328994332877
3261,CHEMBL5818691,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccsc2-c2nccs2)C1,7.5376020021010435,<rdkit.Chem.rdchem.Mol object at 0x17704e6c0>,True,4,424.5510000000001,4.518800000000004,0,7,79.11,0.6152328994332877
3262,CHEMBL5863982,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2-c2cscn2)C1,8.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x17704e730>,True,4,418.5220000000001,4.4573000000000045,0,6,79.11,0.6250717031559759
3265,CHEMBL6020986,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2-c2cnn(C)c2)C1,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x17704e880>,True,4,415.4970000000001,3.734300000000003,0,5,84.03999999999999,0.6481983472685278
3266,CHEMBL5920597,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2sccc2-c2nccs2)C1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x17704e8f0>,True,4,424.5510000000001,4.518800000000004,0,7,79.11,0.6152328994332877
3267,CHEMBL5865481,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2sccc2-c2cscn2)C1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x17704e960>,True,4,424.5510000000001,4.518800000000004,0,7,79.11,0.6152328994332877
3272,CHEMBL5803662,Cc1cnn(-c2ccccc2C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c1,8.0,<rdkit.Chem.rdchem.Mol object at 0x17704eb90>,True,4,415.4970000000002,3.8279200000000024,0,5,84.03999999999999,0.646623931910799
3273,CHEMBL6053220,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2-c2nccs2)C1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x17704ec00>,True,4,418.5220000000001,4.457300000000004,0,6,79.11,0.625071703155976
3274,CHEMBL5988316,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2cn(C)nc2-c2ccccc2)C1,7.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x17704ec70>,True,4,415.4970000000001,3.734300000000003,0,5,84.04,0.6481983472685278
3279,CHEMBL5889218,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2nscc2-c2ccccc2)C1,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x17704ee30>,True,4,418.5220000000001,4.457300000000004,0,6,79.11,0.625071703155976
3280,CHEMBL5826035,Cc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CC2)c1,7.6777807052660805,<rdkit.Chem.rdchem.Mol object at 0x17704eea0>,True,4,389.49900000000025,4.519620000000004,0,4,66.22,0.7710491181080746
3281,CHEMBL5769283,COc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CC2)c1,7.251811972993799,<rdkit.Chem.rdchem.Mol object at 0x17704ef10>,True,5,405.4980000000003,4.219800000000004,0,5,75.44999999999999,0.7444478382733434
3282,CHEMBL6025696,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccc(F)cc2C2CC2)C1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x17704ef80>,True,4,393.46200000000016,4.350300000000004,0,4,66.22,0.7745403147188
3283,CHEMBL6039411,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccc(CO)cc2-c2ccccc2)C1,7.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x17704eff0>,True,5,441.5310000000002,4.493100000000004,1,5,86.45,0.6303006986935543
3285,CHEMBL6013714,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2cc(F)ccc2-c2ccccn2)C1,7.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x17704f0d0>,True,4,430.4830000000001,4.534900000000005,0,5,79.11,0.6074159884124869
3288,CHEMBL5985021,CCc1ccccc1C(=O)N1C[C@H](Oc2nccc(C#N)c2C)CC[C@H]1C,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x17704f220>,True,4,363.4610000000001,3.896200000000003,0,4,66.22,0.8262892703786116
3290,CHEMBL5846231,CSc1ccccc1C(=O)N1C[C@H](Oc2nccc(C#N)c2C)CC[C@H]1C,7.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x17704f290>,True,4,381.50100000000015,4.055700000000003,0,5,66.22,0.7474854410715873
3292,CHEMBL5818465,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)C2=C(c3ccccn3)CCC2)C1,7.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x17704f300>,True,4,402.4980000000002,4.052700000000003,0,5,79.11,0.7707202378146834
3295,CHEMBL5826849,COc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CCC2)n1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x17704f450>,True,5,420.5130000000003,4.004900000000004,0,6,88.33999999999999,0.7262929234525574
3297,CHEMBL5765719,CCOc1ncccc1C(=O)N1C[C@H](Oc2nccc(C#N)c2C)CC[C@H]1C,7.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x17704f530>,True,5,380.4480000000002,3.127500000000002,0,6,88.34,0.7917797343342503
3332,CHEMBL5761053,COc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2C2CCC2)C1,7.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x1770a43c0>,True,5,405.4980000000002,4.301480000000003,0,5,75.45,0.7412439038811937
3413,CHEMBL5949728,C[C@@H]1C[C@@H](Nc2cc(OCC(F)F)ccn2)CN1C(=O)c1ccccc1C1(C#N)CCC1,7.2343314452409855,<rdkit.Chem.rdchem.Mol object at 0x1770a6420>,True,7,440.49400000000026,4.385880000000004,1,5,78.25,0.6911388278878097
3414,CHEMBL6065854,C[C@@H]1C[C@@H](Nc2cc(OCC(F)F)ccn2)CN1C(=O)c1ccccc1C1(C#N)CC1,7.186419011431808,<rdkit.Chem.rdchem.Mol object at 0x1770a6490>,True,7,426.4670000000002,3.9957800000000034,1,5,78.25,0.7242538662912882
3420,CHEMBL5795839,C[C@@H]1C[C@@H](Nc2cc(C(F)F)ccn2)CN1C(=O)c1ccccc1-n1nccn1,7.866461091629782,<rdkit.Chem.rdchem.Mol object at 0x1770a6500>,True,5,398.41700000000003,3.3150000000000013,1,5,75.94,0.7136544289442663
3421,CHEMBL6007164,C[C@@H]1C[C@@H](Nc2ccc(F)cn2)CN1C(=O)c1ccccc1-n1nccn1,6.756961951313706,<rdkit.Chem.rdchem.Mol object at 0x1770a6570>,True,4,366.40000000000003,2.5165000000000006,1,5,75.94,0.7678584418794331
3423,CHEMBL5884424,C[C@@H]1C[C@@H](Nc2cc(C(F)(F)F)ccn2)CN1C(=O)c1ccccc1-n1nccn1,7.580044251510242,<rdkit.Chem.rdchem.Mol object at 0x1770a6650>,True,4,416.4070000000001,3.396200000000001,1,5,75.94,0.7056850585443817
3424,CHEMBL5857859,C[C@@H]1C[C@@H](Nc2cc(Cl)ccn2)CN1C(=O)c1ccccc1-n1nccn1,7.636388020107856,<rdkit.Chem.rdchem.Mol object at 0x1770a66c0>,True,4,382.855,3.030800000000001,1,5,75.94,0.7501565773773757
3425,CHEMBL6043485,Cc1ccnc(N[C@@H]2C[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,7.11975822410452,<rdkit.Chem.rdchem.Mol object at 0x1770a6730>,True,4,362.4370000000001,2.6858200000000005,1,5,75.94,0.7722021134921541
3426,CHEMBL5931545,C[C@@H]1C[C@@H](Nc2cc(F)ccn2)CN1C(=O)c1ccccc1-n1nccn1,6.924453038607469,<rdkit.Chem.rdchem.Mol object at 0x1770a67a0>,True,4,366.40000000000003,2.5165000000000006,1,5,75.94,0.7678584418794331
3427,CHEMBL6045307,C#Cc1c(OC)ccnc1N[C@@H]1C[C@@H](C)N(C(=O)c2ccccc2-n2nccn2)C1,6.777283528852417,<rdkit.Chem.rdchem.Mol object at 0x1770a6810>,True,5,402.4580000000001,2.3673,1,6,85.17,0.6597966918692771
3429,CHEMBL5923809,CC(C)Oc1ccnc(N[C@@H]2C[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,7.400116927926312,<rdkit.Chem.rdchem.Mol object at 0x1770a68f0>,True,6,406.49000000000007,3.164600000000002,1,6,85.17,0.6768417239211043
3430,CHEMBL5865209,CCOc1ccnc(N[C@@H]2C[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,7.501689446210399,<rdkit.Chem.rdchem.Mol object at 0x1770a6960>,True,6,392.4630000000001,2.7761000000000013,1,6,85.17,0.6943378068884153
3432,CHEMBL5745590,COc1ccnc(N[C@@H]2C[C@@H](C)N(C(=O)c3ccccc3C3(C#N)CC3)C2)c1,7.621602099051862,<rdkit.Chem.rdchem.Mol object at 0x1770a6a40>,True,5,376.4600000000002,3.3604800000000026,1,5,78.25,0.8656571606028659
3433,CHEMBL5827318,COc1cccnc1N[C@@H]1C[C@@H](C)N(C(=O)c2ccccc2-n2nccn2)C1,7.442492798094342,<rdkit.Chem.rdchem.Mol object at 0x1770a6ab0>,True,5,378.4360000000001,2.386,1,6,85.17,0.7337596500132164
3434,CHEMBL5999354,C[C@@H]1C[C@@H](Nc2cc(C(F)F)ccn2)CN1C(=O)c1ccsc1-n1nccn1,7.168770306132937,<rdkit.Chem.rdchem.Mol object at 0x1770a6b20>,True,5,404.446,3.376500000000002,1,6,75.94,0.7056387306793988
3435,CHEMBL6027317,C[C@@H]1C[C@@H](Nc2cc(C(F)F)ccn2)CN1C(=O)c1cscc1-n1nccn1,6.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x1770a6b90>,True,5,404.446,3.376500000000001,1,6,75.94,0.7056387306793989
3438,CHEMBL5834409,C[C@@H]1C[C@@H](Nc2cc(Br)ccn2)CN1C(=O)c1ccccc1-n1nccn1,7.950781977329818,<rdkit.Chem.rdchem.Mol object at 0x1770a6ce0>,True,4,427.3060000000001,3.139900000000001,1,5,75.94,0.6926548078957876
3442,CHEMBL5808837,C[C@@H]1C[C@@H](N(C)c2cc(Br)ccn2)CN1C(=O)c1ccccc1-n1nccn1,6.866461091629782,<rdkit.Chem.rdchem.Mol object at 0x1770a6ea0>,True,4,441.33300000000014,3.164200000000002,0,5,67.15,0.6225292626865268
3452,CHEMBL5844525,CCCc1ccccc1C(=O)N1C[C@H](Nc2ncccc2OC)C[C@H]1C,6.747146969020107,<rdkit.Chem.rdchem.Mol object at 0x1770a70d0>,True,6,353.4660000000001,3.7578000000000022,1,4,54.46000000000001,0.8590813956653977
3453,CHEMBL5806989,COc1cccnc1N[C@@H]1C[C@@H](C)N(C(=O)c2ccccc2OC(F)(F)F)C1,7.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x1770a7140>,True,5,395.3810000000001,3.7039000000000026,1,5,63.69,0.8364535200582764
3458,CHEMBL5909607,CCN(CCn1ncc(C(C)(C)O)n1)C(=O)c1ccccc1N1CCCC1,7.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x1770a7300>,True,7,371.4850000000002,2.268,1,5,74.49,0.8081082544278225
3459,CHEMBL5897622,CCN(CCn1ncc(C(C)(C)O)n1)C(=O)c1ccccc1SC(F)(F)F,7.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x1770a7370>,True,7,402.442,3.279700000000002,1,5,71.25,0.7200105379897378
3460,CHEMBL5853954,CCN(CCn1ncc(C(C)(C)O)n1)C(=O)c1ccccc1OC(F)(F)F,6.607303046740334,<rdkit.Chem.rdchem.Mol object at 0x1770a73e0>,True,7,386.374,2.5664000000000007,1,5,80.48,0.7911658102099612
3461,CHEMBL6049012,CCN(CCn1ncc(C(C)(C)O)n1)C(=O)c1ccccc1OC(C)C,6.838631997765025,<rdkit.Chem.rdchem.Mol object at 0x1770a7450>,True,8,360.4580000000001,2.455,1,5,80.48,0.7820416419798155
3467,CHEMBL5809543,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1OC(F)F,7.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x1770a76f0>,True,8,382.41100000000006,2.5776200000000005,1,5,80.48,0.7590441570351952
3468,CHEMBL5869772,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1OC(F)(F)F,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x1770a7760>,True,7,400.40100000000007,2.8748200000000015,1,5,80.48,0.7731330899369755
3469,CHEMBL6036165,CCOc1ccccc1C(=O)N(CC)CCn1nc(C)c(C(C)(C)O)n1,7.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x1770a77d0>,True,8,360.4580000000001,2.374920000000001,1,5,80.48,0.7816473137274672
3470,CHEMBL5992191,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1C1CC1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x1770a7840>,True,7,356.47000000000014,2.853620000000001,1,4,71.25,0.8279869888365123
3471,CHEMBL5817199,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1-n1cccn1,7.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x1770a78b0>,True,7,382.4680000000001,2.1619200000000003,1,5,89.07000000000001,0.676381084853076
3473,CHEMBL6024313,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1cccnc1-c1ccccc1,7.481486060122112,<rdkit.Chem.rdchem.Mol object at 0x1770a7990>,True,7,393.4910000000001,3.0382200000000017,1,5,84.14,0.6669538916672216
3474,CHEMBL5994904,CCCc1ccccc1C(=O)N(CC)CCn1nc(C)c(C(C)(C)O)n1,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x1770a7a00>,True,8,358.48600000000005,2.9287200000000015,1,4,71.25,0.7874867516435379
3475,CHEMBL5933207,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1OCC(F)(F)F,7.2839966563652006,<rdkit.Chem.rdchem.Mol object at 0x1770a7a70>,True,8,414.4280000000001,2.917320000000001,1,5,80.48,0.7185368170710023
3476,CHEMBL5923948,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1CC(F)(F)F,7.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x1770a7ae0>,True,7,398.4290000000001,3.0810200000000014,1,4,71.25,0.7781769084878164
3477,CHEMBL5792551,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1OCC(F)F,7.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x1770a7b50>,True,9,396.4380000000001,2.620120000000001,1,5,80.48,0.7048207574443729
3478,CHEMBL5891239,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1cccnc1CC(F)(F)F,6.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x1770a7bc0>,True,7,399.4170000000001,2.476020000000001,1,5,84.14,0.7733562641447069
3479,CHEMBL5856761,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1CC(F)F,8.0,<rdkit.Chem.rdchem.Mol object at 0x1770a7c30>,True,8,380.4390000000001,2.7838200000000013,1,4,71.25,0.7644788875852527
3480,CHEMBL5856313,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1C1CC1(F)F,8.0,<rdkit.Chem.rdchem.Mol object at 0x1770a7ca0>,True,7,392.4500000000001,3.0988200000000017,1,4,71.25,0.7860566436684686
3482,CHEMBL5783069,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1C1CCC1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x1770a7d80>,True,7,370.4970000000002,3.2437200000000024,1,4,71.25,0.8120920059460223
3483,CHEMBL5746383,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1N1CCCC1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x1770a7df0>,True,7,385.5120000000002,2.5764200000000006,1,5,74.49,0.7928941953012133
3486,CHEMBL5807022,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ncccc1-c1ccccc1,6.97469413473523,<rdkit.Chem.rdchem.Mol object at 0x1770a7f40>,True,7,393.4910000000001,3.0382200000000017,1,5,84.14,0.6669538916672216
3490,CHEMBL6052592,CCN(CCn1cc(C(C)(C)O)cn1)C(=O)c1ccccc1-n1nccn1,7.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x1770f4190>,True,7,368.44100000000003,1.8535,1,5,89.07000000000001,0.6874661689215535
3491,CHEMBL5783739,CCN(CCn1ccc(C(C)(C)O)n1)C(=O)c1ccccc1-n1nccn1,7.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x1770f4200>,True,7,368.44100000000003,1.8535,1,5,89.07000000000001,0.6874661689215535
3493,CHEMBL6003825,Cc1cc(C#N)cc(S[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)n1,7.081445469449727,<rdkit.Chem.rdchem.Mol object at 0x1770f42e0>,True,4,418.5260000000001,3.6278000000000024,0,6,87.7,0.642932918982459
3496,CHEMBL5841945,C[C@@H]1CC[C@@H](Sc2ccccn2)CN1C(=O)c1ccccc1-n1nccn1,6.747146969020107,<rdkit.Chem.rdchem.Mol object at 0x1770f4430>,True,4,379.48900000000003,3.447700000000001,0,5,63.910000000000004,0.694702654917157
3499,CHEMBL5814895,Cc1ccnc(S[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1C#N,7.616184634019569,<rdkit.Chem.rdchem.Mol object at 0x1770f44a0>,True,4,418.5260000000001,3.6278000000000015,0,6,87.7,0.642932918982459
3500,CHEMBL5854720,Cc1ccnc(S[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x1770f4510>,True,4,393.5160000000001,3.756120000000002,0,5,63.910000000000004,0.6753430377466535
3503,CHEMBL5921761,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1c(F)cccc1-n1nccn1,7.289036881004725,<rdkit.Chem.rdchem.Mol object at 0x1770f4660>,True,4,422.4890000000001,3.4584800000000016,0,6,87.7,0.6398998497163652
3505,CHEMBL6029039,Cc1cccc(C(=O)N2C[C@H](Sc3cc(C#N)ccn3)CC[C@H]2C)c1-n1nccn1,7.841637507904751,<rdkit.Chem.rdchem.Mol object at 0x1770f4740>,True,4,418.5260000000002,3.6278000000000024,0,6,87.7,0.6429329189824587
3506,CHEMBL6006685,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cccc(F)c1-n1nccn1,7.681936665037238,<rdkit.Chem.rdchem.Mol object at 0x1770f47b0>,True,4,422.4890000000001,3.4584800000000016,0,6,87.7,0.6398998497163652
3507,CHEMBL5900932,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccc(Cl)cc1-n1nccn1,7.809668301829708,<rdkit.Chem.rdchem.Mol object at 0x1770f4820>,True,4,438.9440000000001,3.972780000000003,0,6,87.7,0.6119341132006423
3508,CHEMBL5998577,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccc(F)cc1-n1nccn1,7.583359492661719,<rdkit.Chem.rdchem.Mol object at 0x1770f4890>,True,4,422.4890000000001,3.4584800000000016,0,6,87.7,0.6398998497163652
3509,CHEMBL5943745,Cc1ccc(C(=O)N2C[C@H](Sc3cc(C#N)ccn3)CC[C@H]2C)c(-n2nccn2)c1,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x1770f4900>,True,4,418.5260000000002,3.6278000000000024,0,6,87.7,0.6429329189824587
3512,CHEMBL5941169,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cc(Cl)ccc1-n1nccn1,6.669586226650809,<rdkit.Chem.rdchem.Mol object at 0x1770f4a50>,True,4,438.9440000000001,3.972780000000003,0,6,87.7,0.6119341132006423
3515,CHEMBL5907413,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1C1CC1,7.73754891026957,<rdkit.Chem.rdchem.Mol object at 0x1770f4ba0>,True,4,377.51300000000015,4.616080000000004,0,4,56.99,0.7802536404094502
3516,CHEMBL6001639,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-c1cnn(C)c1,7.518557371497695,<rdkit.Chem.rdchem.Mol object at 0x1770f4c10>,True,4,417.5380000000001,4.139180000000003,0,5,74.81,0.6377621052645315
3517,CHEMBL5865869,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cccnc1-c1ccccc1,7.1432711096171175,<rdkit.Chem.rdchem.Mol object at 0x1770f4c80>,True,4,414.5340000000001,4.800680000000004,0,5,69.88,0.6132198063956619
3518,CHEMBL5913392,CC(C)Oc1ccccc1C(=O)N1C[C@H](Sc2cc(C#N)ccn2)CC[C@H]1C,7.531652669587842,<rdkit.Chem.rdchem.Mol object at 0x1770f4cf0>,True,5,395.52800000000013,4.525880000000004,0,5,66.22,0.7442508514009947
3519,CHEMBL5803521,CSc1ccccc1C(=O)N1C[C@H](Sc2cc(C#N)ccn2)CC[C@H]1C,7.122628654130226,<rdkit.Chem.rdchem.Mol object at 0x1770f4d60>,True,4,383.54200000000014,4.460580000000005,0,5,56.99,0.7296878014550985
